date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:15	89824/89824	---M--	200	added ('OK')	font/woff	etag:%2215ee0-5b75a41a1a5b2%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-brands-400.woff	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-brands-400.woff	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:16	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%223510-5b75a41a27813%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.woff2	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.woff2	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:17	16800/16800	---M--	200	added ('OK')	font/woff	etag:%2241a0-5b75a41a258e8%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.woff	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.woff	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:18	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-5b75a41a212e7%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.svg	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.svg	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:20	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5b75a41a1efc0%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.eot?	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400d41d.eot	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:22	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22852c-5b75a41a239c1%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.ttf	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-regular-400.ttf	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:29	132728/132728	---M--	200	added ('OK')	font/ttf	etag:%2220678-5b75a41a18686%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-brands-400.ttf	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:33	79444/79444	---M--	200	added ('OK')	font/woff2	etag:%2213654-5b75a41a35a08%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.woff2	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.woff2	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:46	103300/103300	---M--	200	added ('OK')	font/woff	etag:%2219384-5b75a41a33ec4%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.woff	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.woff	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:46	897426/897426	---M--	200	added ('OK')	image/svg+xml	etag:%22db192-5b75a41a2c217%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.svg	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.svg	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:47	34049/34049	---M--	200	added ('OK')	text/css	etag:%228501-5b75a41ce196f%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/vendor/codeinwp/gutenberg-blocks/build/style.css?ver=1.5.11	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/vendor/codeinwp/gutenberg-blocks/build/style8c67.css	(from http://localhost/Motunau/blog/)
22:08:49	0/0	---M--	200	added ('OK')	text/css	etag:%220-5b75a5b1b4af0%22	http://localhost/Motunau/wp-content/uploads/themeisle-gutenberg/post-1-1608973586.css?ver=1.5.11	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/uploads/themeisle-gutenberg/post-1-16089735868c67.css	(from http://localhost/Motunau/blog/)
22:08:51	22224/22224	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Dec%202020%2009:08:49%20GMT	http://localhost/Motunau/category/uncategorised/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/category/uncategorised/index.html	(from http://localhost/Motunau/blog/)
22:08:54	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231896-5b75a41a29359%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.eot	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.eot	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:54	30412/30412	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Dec%202020%2009:08:51%20GMT	http://localhost/Motunau/2020/12/26/hello-world/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/2020/12/26/hello-world/index.html	(from http://localhost/Motunau/blog/)
22:08:55	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2026%20Dec%202020%2009:08:55%20GMT	http://localhost/Motunau/xmlrpc.php	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/xmlrpc.php	(from http://localhost/Motunau/sample-page/)
22:08:56	22198/22198	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Dec%202020%2009:08:54%20GMT	http://localhost/Motunau/author/admin/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/author/admin/index.html	(from http://localhost/Motunau/blog/)
22:08:56	409898/409898	---M--	200	added ('OK')	text/css	etag:%226412a-5b759ca74bd8b%22	http://localhost/Motunau/wp-content/uploads/essential-addons-elementor/734e5f942.min.css?ver=1608973663	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/uploads/essential-addons-elementor/734e5f942.mind4f7.css	(from http://localhost/Motunau/sample-page/)
22:08:58	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231896-5b75a41a29359%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.eot?	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:08:58	744/744	---M--	200	added ('OK')	application/rss+xml	etag:%22291b0d7891c8d13a6db8f1aee279bcf9%22	http://localhost/Motunau/sample-page/feed/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/sample-page/feed/index.html	(from http://localhost/Motunau/sample-page/)
22:08:58	2684/2684	---M--	200	added ('OK')	application/json	date:Sat,%2026%20Dec%202020%2009:08:56%20GMT	http://localhost/Motunau/wp-json/wp/v2/pages/2	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/wp/v2/pages/2.json	(from http://localhost/Motunau/sample-page/)
22:08:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Dec%202020%2009:08:58%20GMT	http://localhost/Motunau/?p=2	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/index905b.html	(from http://localhost/Motunau/sample-page/)
22:08:59	2258/2258	---M--	200	added ('OK')	application/json	date:Sat,%2026%20Dec%202020%2009:08:58%20GMT	http://localhost/Motunau/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMotunau%2Fsample-page%2F	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/oembed/1.0/embed470c.json	(from http://localhost/Motunau/sample-page/)
22:08:59	2346/2346	---M--	200	added ('OK')	text/xml	date:Sat,%2026%20Dec%202020%2009:08:58%20GMT	http://localhost/Motunau/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMotunau%2Fsample-page%2F&format=xml	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/oembed/1.0/embedc71a	(from http://localhost/Motunau/sample-page/)
22:09:00	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2026%20Dec%202020%2009:08:59%20GMT	http://localhost/Motunau/wp-admin/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-admin/index.html	(from http://localhost/Motunau/sample-page/)
22:09:02	202616/202616	---M--	200	added ('OK')	font/ttf	etag:%2231778-5b75a41a317cd%22	http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.ttf	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/webfonts/fa-solid-900.ttf	(from http://localhost/Motunau/wp-content/plugins/themeisle-companion/obfx_modules/gutenberg-blocks/assets/fontawesome/css/all.min.css?ver=2.10.3)
22:09:04	621/621	---M--	200	added ('OK')	application/json	date:Sat,%2026%20Dec%202020%2009:09:03%20GMT	http://localhost/Motunau/wp-json/wp/v2/categories/1	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/wp/v2/categories/1.json	(from http://localhost/Motunau/category/uncategorised/)
22:09:04	1728/1728	---M--	200	added ('OK')	application/rss+xml	etag:%22bd361665365c7a586a3958a1f742cb5b%22	http://localhost/Motunau/category/uncategorised/feed/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/category/uncategorised/feed/index.html	(from http://localhost/Motunau/category/uncategorised/)
22:09:05	1745/1745	---M--	200	added ('OK')	application/json	date:Sat,%2026%20Dec%202020%2009:09:04%20GMT	http://localhost/Motunau/wp-json/wp/v2/posts/1	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/wp/v2/posts/1.json	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:05	1674/1674	---M--	200	added ('OK')	application/rss+xml	etag:%22291b0d7891c8d13a6db8f1aee279bcf9%22	http://localhost/Motunau/2020/12/26/hello-world/feed/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/2020/12/26/hello-world/feed/index.html	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Dec%202020%2009:09:05%20GMT	http://localhost/Motunau/?p=1	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/indexcff1.html	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:05	2289/2289	---M--	200	added ('OK')	application/json	date:Sat,%2026%20Dec%202020%2009:09:05%20GMT	http://localhost/Motunau/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMotunau%2F2020%2F12%2F26%2Fhello-world%2F	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/oembed/1.0/embed252e.json	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:06	1016/1016	---M--	200	added ('OK')	image/jpeg	etag:%223f8-5b75a3c8c50b9%22	http://localhost/Motunau/wp-content/themes/hestia/assets/img/placeholder.jpg	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/themes/hestia/assets/img/placeholder.jpg	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:06	2371/2371	---M--	200	added ('OK')	text/xml	date:Sat,%2026%20Dec%202020%2009:09:05%20GMT	http://localhost/Motunau/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMotunau%2F2020%2F12%2F26%2Fhello-world%2F&format=xml	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/oembed/1.0/embed5125	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:07	596/596	---M--	200	added ('OK')	application/json	date:Sat,%2026%20Dec%202020%2009:09:06%20GMT	http://localhost/Motunau/wp-json/wp/v2/users/1	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-json/wp/v2/users/1.json	(from http://localhost/Motunau/author/admin/)
22:09:08	1710/1710	---M--	200	added ('OK')	application/rss+xml	etag:%22bd361665365c7a586a3958a1f742cb5b%22	http://localhost/Motunau/author/admin/feed/	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/author/admin/feed/index.html	(from http://localhost/Motunau/author/admin/)
22:09:08	30489/30489	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Dec%202020%2009:09:06%20GMT	http://localhost/Motunau/2020/12/26/hello-world/?replytocom=1	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/2020/12/26/hello-world/index6809.html	(from http://localhost/Motunau/2020/12/26/hello-world/)
22:09:09	21026/21026	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Dec%202020%2009:09:08%20GMT	http://localhost/Motunau/wp-content/uploads/img/bg.jpg	C:/Users/User/Documents/Github/tdbnz-coding/Motunau/motunau/localhost/Motunau/wp-content/uploads/img/bg.jpg	(from http://localhost/Motunau/wp-content/uploads/essential-addons-elementor/734e5f942.min.css?ver=1608973663)
